Houshold_size,Food_safety_importance,Different_plates,Thermometer,Different_utensil,Different_cutting_boards,Not_leaving_food_out,Pork,Poultry,Beef,Sheep_Goat,Fish,Ground_Meat,Wash_Any
2,5,always,never,always,always,usually,0,0,0,0,0,0,0
2,5,always,usually,always,always,usually,0,0,0,0,1,0,1
1,5,usually,about half the time,about half the time,usually,usually,0,0,0,NA,0,0,NA
1,2,always,seldom,always,always,sometimes,0,0,0,0,0,0,0
2,4,always,about half the time,sometimes,always,usually,0,0,0,0,0,0,0
2,4,always,about half the time,always,always,seldom,0,0,0,0,0,0,0
3,4,usually,usually,usually,always,about half the time,0,0,0,0,0,0,0
5,5,always,always,about half the time,always,always,0,0,0,NA,1,0,1
2,5,always,always,always,always,always,0,0,0,0,0,0,0
3,3,usually,about half the time,usually,about half the time,seldom,0,0,0,0,0,0,0
2,5,always,always,seldom,always,about half the time,0,0,0,NA,NA,NA,NA
1,5,always,usually,always,always,about half the time,0,0,0,0,0,0,0
3,3,always,usually,always,always,about half the time,0,0,0,NA,NA,0,NA
3,4,always,sometimes,always,always,usually,0,0,0,0,0,0,0
3,4,always,usually,always,always,sometimes,0,0,0,0,1,0,1
1,5,always,usually,usually,always,usually,0,0,0,NA,1,0,1
2,4,usually,never,always,usually,always,NA,0,0,NA,NA,0,NA
2,4,always,always,about half the time,always,usually,0,0,0,0,0,0,0
2,5,always,always,always,always,always,NA,1,NA,NA,1,0,1
3,3,always,never,always,always,about half the time,0,0,0,NA,0,0,NA
2,3,always,usually,always,always,about half the time,0,0,0,0,0,0,0
4,4,usually,about half the time,always,usually,seldom,0,0,0,0,0,0,0
2,4,always,usually,always,always,usually,0,0,0,NA,0,0,NA
4,2,always,usually,sometimes,always,sometimes,0,0,0,0,0,0,0
3,4,always,usually,always,always,usually,0,0,0,0,0,0,0
4,4,always,usually,sometimes,usually,usually,0,0,0,0,0,0,0
1,4,always,usually,about half the time,always,usually,1,1,0,NA,0,0,1
2,4,always,usually,usually,always,usually,0,0,NA,NA,0,0,NA
2,5,always,always,always,always,usually,0,0,0,NA,1,0,1
1,5,always,sometimes,always,always,about half the time,0,0,0,0,0,0,0
3,3,usually,sometimes,seldom,usually,never,0,0,0,NA,0,0,NA
3,4,always,usually,about half the time,always,about half the time,0,0,0,0,0,0,0
1,4,always,usually,always,always,about half the time,0,0,0,0,0,0,0
2,5,always,about half the time,always,always,always,0,0,0,0,0,0,0
5,3,always,never,always,always,about half the time,0,0,0,0,0,0,0
3,2,always,usually,seldom,always,sometimes,0,0,0,0,0,0,0
6,3,always,seldom,usually,always,about half the time,0,0,0,0,0,0,0
2,4,always,always,always,always,usually,0,0,0,0,0,0,0
1,3,always,usually,usually,always,usually,0,0,0,0,0,0,0
2,2,usually,seldom,about half the time,about half the time,sometimes,0,0,0,0,0,0,0
3,5,always,sometimes,always,always,about half the time,0,0,0,0,0,0,0
2,5,always,seldom,always,always,usually,0,0,0,0,0,0,0
2,5,always,never,always,always,usually,0,0,0,0,0,0,0
2,5,always,sometimes,always,always,about half the time,0,0,0,0,0,0,0
1,4,always,never,always,always,always,0,1,0,NA,0,0,1
6,4,always,usually,usually,always,usually,0,0,0,0,0,0,0
4,4,always,usually,usually,usually,about half the time,0,0,0,0,0,0,0
2,4,usually,usually,usually,always,usually,0,0,0,0,1,0,1
2,5,always,about half the time,seldom,always,seldom,0,0,0,0,0,0,0
6,5,always,seldom,always,always,usually,0,0,0,0,0,0,0
2,5,always,never,always,always,always,0,0,0,0,0,0,0
1,4,usually,seldom,sometimes,seldom,usually,0,0,0,0,0,0,0
4,5,usually,usually,always,always,always,0,0,0,0,0,0,0
1,4,always,usually,usually,always,always,0,0,0,NA,NA,0,NA
4,4,usually,seldom,usually,always,usually,0,0,0,NA,NA,0,NA
4,3,always,never,always,always,seldom,0,0,0,0,0,0,0
3,3,always,sometimes,about half the time,always,usually,0,0,0,0,1,0,1
2,4,sometimes,sometimes,usually,always,seldom,0,0,0,0,1,0,1
5,5,always,usually,usually,always,about half the time,0,0,0,0,0,0,0
4,4,always,about half the time,about half the time,never,never,0,0,0,0,0,0,0
5,3,sometimes,never,seldom,usually,never,1,0,0,0,0,0,1
2,4,always,sometimes,always,always,usually,0,0,0,0,0,0,0
4,5,always,usually,always,always,always,0,0,0,0,0,0,0
1,5,always,sometimes,always,always,always,0,0,0,0,0,0,0
3,5,always,seldom,usually,usually,usually,1,1,1,1,1,1,1
5,4,always,never,sometimes,about half the time,always,0,0,0,0,0,0,0
3,4,always,sometimes,usually,always,sometimes,0,0,0,0,0,0,0
2,5,always,about half the time,always,always,about half the time,0,0,0,NA,1,0,1
1,4,always,about half the time,about half the time,always,always,0,0,0,NA,0,0,NA
1,3,always,usually,sometimes,usually,never,1,1,1,1,1,0,1
2,3,always,never,about half the time,always,about half the time,0,1,NA,NA,0,0,1
2,4,always,sometimes,never,always,usually,0,0,0,0,0,0,0
2,4,always,sometimes,NA,NA,sometimes,0,0,0,0,0,0,0
2,4,always,usually,always,always,always,0,0,0,0,1,0,1
5,5,always,sometimes,usually,always,about half the time,0,0,0,0,0,0,0
3,3,always,never,always,always,always,0,0,0,0,0,0,0
2,4,always,usually,always,always,usually,0,0,0,0,0,0,0
2,5,always,never,always,always,usually,0,0,0,0,0,0,0
5,4,always,seldom,always,usually,about half the time,0,0,0,0,0,0,0
3,4,always,always,sometimes,never,usually,0,0,0,0,0,0,0
4,4,always,seldom,about half the time,always,usually,0,0,0,NA,0,0,NA
1,5,always,seldom,always,always,always,0,0,0,NA,NA,0,NA
1,5,always,always,always,always,always,NA,0,1,1,0,0,1
2,4,always,seldom,usually,usually,about half the time,0,1,0,0,1,0,1
2,3,always,always,always,always,usually,0,0,0,0,0,0,0
2,4,always,usually,always,always,sometimes,0,0,0,0,0,0,0
3,5,always,usually,always,always,about half the time,NA,1,1,1,1,0,1
5,4,always,seldom,always,always,seldom,0,1,0,0,1,0,1
6,5,about half the time,seldom,usually,about half the time,about half the time,1,0,0,0,0,0,1
5,3,sometimes,seldom,about half the time,about half the time,about half the time,0,0,0,0,1,0,1
2,3,usually,usually,usually,usually,seldom,0,0,0,0,0,0,0
2,3,always,never,usually,usually,about half the time,0,0,0,NA,0,0,NA
3,4,always,about half the time,usually,always,sometimes,0,1,0,0,1,0,1
2,5,always,about half the time,always,always,usually,0,0,0,0,1,0,1
1,4,always,about half the time,always,always,usually,NA,0,0,NA,NA,0,NA
4,3,always,sometimes,always,always,about half the time,0,0,0,0,1,0,1
5,5,always,about half the time,usually,always,about half the time,0,0,0,NA,0,0,NA
3,5,always,never,always,always,always,NA,1,1,1,1,0,1
2,3,always,about half the time,about half the time,always,always,0,0,0,0,NA,0,NA
3,4,always,usually,always,always,about half the time,0,0,0,0,0,0,0
4,5,always,never,always,always,usually,1,1,1,1,1,0,1
2,5,about half the time,usually,usually,usually,about half the time,0,0,0,NA,NA,0,NA
3,4,always,usually,about half the time,usually,about half the time,0,0,0,0,0,0,0
3,3,usually,sometimes,sometimes,always,usually,1,1,1,1,0,0,1
4,5,always,usually,always,always,always,0,0,0,NA,0,0,NA
1,5,always,usually,usually,always,about half the time,0,0,0,NA,0,0,NA
5,4,always,usually,always,always,usually,0,0,0,0,1,0,1
3,4,always,always,always,always,about half the time,0,0,0,0,0,0,0
6,4,always,sometimes,seldom,seldom,seldom,0,0,0,0,0,0,0
6,4,always,always,always,always,seldom,0,0,0,0,0,0,0
4,5,always,usually,always,always,always,0,0,0,0,0,0,0
5,2,always,usually,usually,usually,sometimes,0,0,0,0,0,0,0
3,3,usually,always,sometimes,usually,sometimes,0,0,0,0,0,0,0
5,4,always,sometimes,usually,usually,usually,0,0,0,0,0,0,0
3,5,about half the time,usually,sometimes,seldom,always,0,0,0,0,0,0,0
3,4,always,always,usually,sometimes,about half the time,0,0,0,NA,0,0,NA
4,4,always,never,always,always,usually,0,1,0,0,1,0,1
2,4,usually,sometimes,usually,usually,about half the time,0,0,0,NA,0,0,NA
4,5,always,never,always,always,always,0,0,0,0,0,0,0
6,4,seldom,never,always,always,sometimes,0,0,0,NA,1,0,1
3,5,always,about half the time,always,always,usually,0,0,0,0,0,0,0
6,4,always,about half the time,usually,always,usually,0,0,0,NA,0,0,NA
6,5,always,always,always,always,usually,0,0,0,0,0,0,0
5,5,always,usually,always,always,always,0,0,0,NA,0,0,NA
4,5,always,seldom,always,always,sometimes,0,0,0,0,0,0,0
1,4,always,sometimes,always,always,always,0,0,0,0,0,0,0
4,4,always,usually,sometimes,usually,about half the time,0,1,0,NA,1,0,1
1,5,always,never,always,always,always,0,0,0,0,0,0,0
4,5,always,usually,sometimes,always,about half the time,0,0,0,0,0,0,0
4,5,always,sometimes,always,always,usually,0,0,0,0,0,0,0
5,5,always,seldom,usually,always,about half the time,0,0,0,0,0,0,0
5,4,always,seldom,always,always,never,0,0,0,0,0,0,0
5,4,always,sometimes,always,always,usually,0,0,0,0,NA,0,NA
2,5,always,usually,always,always,always,0,1,0,NA,1,0,1
4,3,always,sometimes,always,always,about half the time,0,0,0,0,0,0,0
2,4,always,seldom,always,always,usually,0,1,0,0,1,0,1
1,4,always,sometimes,always,always,about half the time,0,0,0,NA,NA,0,NA
4,4,always,always,seldom,never,always,0,0,0,NA,1,0,1
5,5,always,sometimes,always,always,usually,0,0,0,0,0,0,0
1,4,sometimes,never,usually,never,sometimes,0,0,0,0,0,0,0
2,3,always,about half the time,usually,usually,usually,0,0,0,0,NA,0,NA
3,5,usually,always,about half the time,about half the time,about half the time,0,0,0,NA,0,0,NA
2,5,always,always,always,always,always,0,0,0,0,0,0,0
6,4,usually,never,never,sometimes,usually,0,0,0,0,0,0,0
4,3,always,never,always,always,usually,0,0,0,0,0,0,0
5,3,always,never,usually,always,seldom,0,0,0,0,0,0,0
1,3,always,never,sometimes,seldom,about half the time,0,0,0,NA,NA,0,NA
4,4,usually,sometimes,always,always,always,0,1,0,0,1,0,1
2,4,always,always,usually,always,usually,0,0,0,0,0,0,0
3,4,always,about half the time,always,always,usually,1,1,0,0,0,0,1
4,3,usually,always,sometimes,always,sometimes,0,0,0,0,0,0,0
1,3,always,never,always,always,always,0,0,0,0,0,0,0
1,4,always,seldom,usually,always,usually,0,0,0,0,0,0,0
4,5,usually,always,always,always,about half the time,0,0,0,0,0,0,0
1,4,always,about half the time,always,always,usually,0,0,0,0,0,0,0
1,5,always,seldom,always,always,usually,0,0,0,0,0,0,0
6,5,always,sometimes,usually,usually,about half the time,0,0,0,0,0,0,0
3,4,never,about half the time,usually,always,usually,0,0,0,0,0,0,0
4,5,always,usually,always,always,sometimes,0,0,0,0,0,0,0
1,4,always,seldom,about half the time,usually,about half the time,0,0,0,0,0,0,0
4,3,always,always,always,always,usually,0,0,0,0,0,0,0
2,2,never,never,never,never,never,0,0,0,0,0,0,0
5,5,always,always,usually,usually,always,0,1,0,0,0,0,1
2,5,always,usually,always,always,usually,0,0,0,0,0,0,0
3,5,always,about half the time,always,always,about half the time,0,0,0,NA,1,0,1
2,5,always,always,usually,always,always,0,0,0,0,0,0,0
4,3,always,never,always,always,about half the time,0,0,0,0,0,0,0
4,5,always,about half the time,usually,always,usually,0,0,0,0,0,0,0
1,4,always,never,always,always,about half the time,0,0,0,0,0,0,0
5,4,always,usually,usually,always,usually,0,0,0,0,0,0,0
5,4,usually,about half the time,usually,about half the time,about half the time,0,0,0,0,0,0,0
2,5,always,always,always,always,about half the time,NA,0,0,0,0,0,NA
1,4,always,usually,always,always,usually,0,0,0,0,0,0,0
6,5,usually,seldom,always,always,always,0,0,0,NA,0,0,NA
1,4,always,always,always,always,about half the time,0,0,0,0,0,0,0
6,4,always,never,seldom,always,about half the time,0,0,0,0,0,0,0
2,5,always,always,usually,always,always,0,0,0,0,0,0,0
2,5,always,sometimes,always,always,sometimes,0,0,0,0,0,0,0
5,5,always,usually,usually,always,about half the time,0,0,0,0,0,0,0
2,4,always,never,never,always,never,NA,1,1,NA,1,NA,1
1,4,always,never,always,always,about half the time,NA,0,NA,NA,NA,0,NA
4,5,always,usually,always,always,usually,1,1,NA,1,NA,0,1
1,4,always,sometimes,always,always,usually,0,0,0,0,0,0,0
1,4,always,seldom,always,always,always,0,0,0,NA,0,0,NA
1,4,always,never,always,always,always,0,0,0,NA,NA,0,NA
2,5,usually,sometimes,sometimes,about half the time,usually,0,0,0,0,0,0,0
2,5,always,usually,seldom,always,usually,0,0,0,0,0,0,0
2,4,always,usually,seldom,always,always,0,0,0,0,0,0,0
2,4,always,always,always,always,about half the time,0,0,0,0,0,0,0
4,4,always,seldom,always,always,seldom,NA,0,0,0,1,0,1
4,3,always,sometimes,usually,usually,sometimes,0,0,0,0,0,0,0
2,5,always,always,always,always,usually,0,1,0,0,0,0,1
2,3,usually,usually,seldom,always,sometimes,0,0,0,0,0,0,0
2,4,always,usually,always,always,always,NA,1,NA,NA,0,NA,1
2,3,always,about half the time,always,always,sometimes,0,0,0,0,0,0,0
1,5,always,usually,always,always,usually,0,0,0,0,0,0,0
5,3,usually,usually,usually,sometimes,usually,0,0,0,0,0,0,0
1,3,always,about half the time,usually,always,usually,0,0,0,0,0,0,0
4,5,always,never,always,always,usually,0,0,0,0,1,0,1
6,4,always,never,always,always,always,0,0,0,0,0,0,0
1,5,always,usually,always,always,usually,0,0,0,0,0,0,0
4,4,always,sometimes,always,always,about half the time,0,1,0,0,0,0,1
3,4,always,seldom,always,usually,always,0,0,0,0,0,0,0
4,4,sometimes,never,seldom,usually,always,NA,1,NA,1,1,0,1
4,5,always,always,always,always,usually,0,0,0,0,0,0,0
1,4,always,about half the time,about half the time,usually,usually,0,0,0,0,1,0,1
4,5,always,usually,usually,always,about half the time,0,0,0,0,0,0,0
2,4,usually,never,seldom,always,sometimes,0,0,0,0,0,0,0
4,3,always,never,seldom,always,seldom,0,0,0,NA,0,0,NA
4,5,always,usually,always,always,sometimes,0,0,0,0,0,0,0
2,4,always,sometimes,always,always,usually,0,0,1,0,1,0,1
3,4,always,about half the time,seldom,always,about half the time,0,0,0,0,0,0,0
4,5,always,seldom,always,always,usually,0,0,0,0,0,0,0
4,3,always,sometimes,always,always,sometimes,0,0,0,NA,NA,0,NA
1,4,always,seldom,always,usually,always,0,0,0,NA,NA,NA,NA
2,5,usually,seldom,seldom,always,seldom,0,0,0,0,1,0,1
2,5,always,usually,always,always,always,0,0,0,NA,NA,0,NA
2,5,always,sometimes,always,always,sometimes,1,0,0,0,1,0,1
4,4,usually,usually,seldom,always,always,0,0,0,0,1,0,1
3,4,always,about half the time,always,usually,about half the time,NA,0,0,NA,0,0,NA
4,4,always,seldom,usually,always,sometimes,0,0,0,0,0,0,0
5,4,usually,seldom,usually,always,about half the time,0,0,0,0,0,0,0
1,3,usually,about half the time,sometimes,usually,about half the time,0,0,0,0,0,0,0
4,4,always,never,about half the time,seldom,always,0,0,0,0,0,0,0
2,4,usually,usually,always,usually,usually,0,0,0,0,0,0,0
3,5,always,never,always,always,usually,0,0,0,0,0,0,0
5,4,usually,sometimes,sometimes,always,always,0,0,0,0,0,NA,NA
2,4,always,always,sometimes,always,seldom,0,0,0,0,0,0,0
2,5,always,about half the time,always,always,usually,0,1,0,0,1,0,1
3,2,always,never,about half the time,always,seldom,0,0,0,0,0,0,0
5,5,always,never,always,always,always,1,1,1,NA,NA,NA,1
1,3,always,sometimes,always,always,about half the time,0,0,0,0,0,0,0
3,5,always,usually,usually,always,usually,0,0,0,NA,1,0,1
2,4,usually,sometimes,always,always,usually,NA,NA,NA,NA,NA,NA,NA
3,4,always,about half the time,always,usually,always,NA,0,NA,NA,NA,0,NA
4,4,always,usually,always,always,usually,NA,0,NA,NA,0,0,NA
2,4,always,about half the time,sometimes,always,usually,0,0,0,0,0,0,0
6,5,always,usually,seldom,always,usually,0,0,0,0,0,0,0
3,4,always,usually,always,always,usually,0,0,0,NA,0,0,NA
1,3,always,never,usually,always,usually,0,0,0,0,1,0,1
3,4,sometimes,always,sometimes,always,always,0,0,0,0,0,0,0
4,5,always,usually,always,always,always,0,1,NA,0,1,0,1
2,5,always,usually,seldom,always,sometimes,0,0,0,0,0,0,0
1,5,always,always,usually,always,usually,0,0,0,0,0,0,0
2,4,usually,about half the time,usually,always,about half the time,0,0,0,0,0,0,0
4,4,always,never,always,usually,about half the time,0,0,0,0,0,0,0
3,4,always,usually,always,always,never,0,1,0,0,0,0,1
2,4,usually,sometimes,usually,always,usually,NA,0,NA,NA,0,0,NA
3,5,usually,never,always,seldom,always,1,1,1,NA,1,NA,1
1,5,always,never,always,always,usually,1,1,1,NA,1,0,1
4,3,always,sometimes,always,always,about half the time,0,0,0,0,0,0,0
3,4,always,usually,always,always,usually,0,0,0,0,0,0,0
2,4,always,about half the time,seldom,always,always,0,0,0,0,1,0,1
2,5,always,usually,always,always,about half the time,0,0,0,0,0,0,0
3,5,always,sometimes,always,always,seldom,0,0,0,NA,0,0,NA
4,4,always,about half the time,always,always,usually,0,0,0,1,1,0,1
2,3,always,seldom,always,always,seldom,0,0,0,0,0,0,0
3,5,always,never,always,always,always,1,1,1,1,1,0,1
2,5,always,usually,always,always,always,0,0,0,0,0,0,0
2,4,always,never,always,always,usually,1,1,1,NA,1,0,1
4,4,always,always,always,always,always,0,0,0,0,0,0,0
3,4,always,sometimes,usually,always,about half the time,0,0,0,0,0,0,0
2,4,always,never,never,always,sometimes,1,1,1,1,1,0,1
2,4,usually,always,usually,usually,sometimes,0,0,0,0,0,0,0
2,3,always,never,always,always,seldom,0,0,0,0,0,0,0
2,4,always,never,always,always,about half the time,1,1,0,NA,1,0,1
3,4,usually,never,usually,usually,never,NA,0,NA,NA,0,NA,NA
2,4,always,about half the time,always,always,usually,0,0,0,0,0,0,0
2,4,usually,sometimes,sometimes,seldom,seldom,NA,0,0,0,0,0,NA
6,4,always,never,always,usually,about half the time,0,1,NA,NA,1,NA,1
5,4,usually,seldom,sometimes,seldom,seldom,0,1,0,NA,0,0,1
2,3,always,about half the time,usually,usually,about half the time,0,0,0,0,0,0,0
3,5,always,sometimes,always,always,about half the time,0,0,0,0,0,0,0
2,4,always,sometimes,always,always,usually,0,0,0,0,0,0,0
1,4,always,always,always,always,always,0,0,0,0,0,0,0
1,2,always,never,sometimes,usually,about half the time,0,0,0,0,1,0,1
1,4,always,sometimes,usually,always,usually,0,0,0,0,1,0,1
4,5,always,seldom,always,always,always,NA,0,0,NA,0,0,NA
3,5,always,sometimes,sometimes,always,always,0,0,0,0,0,0,0
3,4,always,sometimes,usually,always,always,NA,NA,NA,NA,1,NA,1
1,5,always,always,always,always,usually,NA,0,0,NA,0,0,NA
3,4,usually,sometimes,about half the time,always,about half the time,0,0,0,0,0,0,0
3,4,always,usually,usually,always,always,1,1,0,NA,1,1,1
1,4,always,never,never,always,usually,0,0,0,NA,0,0,NA
3,5,always,never,about half the time,always,never,0,0,0,0,1,0,1
2,5,always,usually,usually,always,always,0,0,0,0,0,0,0
2,4,always,usually,usually,always,sometimes,0,0,0,0,0,0,0
2,5,always,usually,about half the time,always,always,0,0,0,0,0,0,0
1,3,always,about half the time,usually,always,always,0,0,0,0,0,0,0
2,4,always,never,always,always,seldom,0,0,0,0,0,0,0
2,5,always,always,always,always,usually,0,0,0,0,0,0,0
4,5,always,seldom,always,always,about half the time,0,0,0,0,0,0,0
4,4,always,usually,always,always,always,0,0,0,0,0,0,0
2,5,always,always,usually,always,always,0,0,0,0,0,0,0
4,3,always,never,usually,usually,about half the time,0,0,0,0,0,0,0
2,5,always,about half the time,always,always,about half the time,0,0,0,0,0,0,0
4,5,always,usually,always,always,always,0,0,0,0,0,0,0
2,4,always,never,always,usually,about half the time,0,1,0,NA,0,0,1
3,4,always,seldom,always,always,sometimes,0,0,NA,NA,1,NA,1
2,4,always,usually,usually,usually,sometimes,0,0,0,NA,0,0,NA
1,4,always,about half the time,usually,always,usually,0,0,0,NA,0,0,NA
